Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2015-07-01,60.81675338745117,60.914479107513586,60.76413096350772,60.7942017393917,5399300
2015-07-02,60.96709060668945,61.027232147680586,60.93701983619388,60.93701983619388,1060100
2015-07-06,61.177581787109375,61.222690811681744,61.05730443754711,61.222690811681744,2210700
2015-07-07,61.23772430419922,61.470765615781524,61.23772430419922,61.41062980774991,4183200
2015-07-08,61.4106330871582,61.46325550662925,61.31290163998798,61.37304318664449,1967800
2015-07-09,61.20768356323242,61.327966709137534,61.17761277675615,61.31292844819136,1670900
2015-07-10,60.92196273803711,61.01217501312522,60.85430209786834,60.9069244911504,2038300
2015-07-13,60.77915573120117,60.89943881939468,60.77163660433575,60.7866748580666,2846500
2015-07-14,60.89190673828125,60.944529144317606,60.86183597263018,60.89190673828125,1567700
2015-07-15,61.06482696533203,61.087378611167686,60.87688893615023,60.899440581985886,2631000
2015-07-16,61.06482696533203,61.1024111299203,60.9295113549046,60.9445438736572,1063100
2015-07-17,61.07235336303711,61.13249492168234,61.042282583714496,61.07987249172144,807900
2015-07-20,60.989620208740234,61.05728085175561,60.95203606076365,61.03472921588747,1026900
2015-07-21,61.10243225097656,61.140022163971885,60.96711659377505,60.98215485313937,1422900
2015-07-22,61.12492370605469,61.21513596714912,61.11741031918752,61.13244282833168,1624100
2015-07-23,61.26776885986328,61.29783961871865,61.10990167743072,61.15500494800837,1178400
2015-07-24,61.305335998535156,61.35043925237988,61.26774613005876,61.335401010825855,804300
2015-07-27,61.42564010620117,61.433159230265176,61.35046607179466,61.41060759348434,2022800
2015-07-28,61.320411682128906,61.38055321987503,61.31289255605746,61.350482451001966,1434700
2015-07-29,61.26776885986328,61.327910377574014,61.22266558928564,61.32039125400747,1020500
2015-07-30,61.29032516479492,61.32791505008076,61.2226702537739,61.252741014920325,788000
2015-07-31,61.50083923339844,61.51587748766217,61.433184295452236,61.478287587416375,1589100
2015-08-03,61.64322280883789,61.65828644682382,61.50009238518215,61.545289046426475,2085800
2015-08-04,61.432273864746094,61.605531498016,61.41720448524521,61.59046786579944,1007300
2015-08-05,61.33436584472656,61.37203356198078,61.251501464596686,61.356964176164404,2097000
2015-08-06,61.37202835083008,61.432294394404884,61.334360636774264,61.349430021311086,1173000
2015-08-07,61.50006866455078,61.552799998092816,61.43227369883287,61.46993565291472,1773800
2015-08-10,61.37202835083008,61.47749105344287,61.334360636774264,61.45489272392388,1173300
2015-08-11,61.605533599853516,61.688397948082546,61.552802264369994,61.575400587108,1424200
2015-08-12,61.58293914794922,61.793864503141144,61.56787551427189,61.71100014970362,1029700
2015-08-13,61.45485305786133,61.582914007336115,61.43225474292843,61.52264800266003,845500
2015-08-14,61.432273864746094,61.522667152614105,61.40214085302865,61.43227386474609,2279800
2015-08-17,61.54527282714844,61.605538857783074,61.515145559116135,61.575405842465756,821900
2015-08-18,61.432273864746094,61.51513821014798,61.409669795494764,61.469935818929656,1083900
2015-08-19,61.65074920654297,61.67335328351757,61.33436109633399,61.37202881067204,1356600
2015-08-20,61.703453063964844,61.748649698992644,61.650715993388154,61.67332005818525,1536900
2015-08-21,61.801368713378906,61.83903065263992,61.673307774783765,61.748637400587846,3459200
2015-08-24,61.78633499145508,62.09519410693463,61.718540013297336,61.997266111611665,4751800
2015-08-25,61.58293914794922,61.71100014970362,61.46994177987216,61.71100014970362,5325500
2015-08-26,61.31929016113281,61.57541219683338,61.281622451277734,61.424752851984294,2742500
2015-08-27,61.402156829833984,61.485021196797135,61.281624751601825,61.29669413502375,2671000
2015-08-28,61.432273864746094,61.57539848629855,61.40214085302865,61.53773653211499,2723900
2015-08-31,61.349395751953125,61.54525166323809,61.34186106389353,61.53018803440195,3103700
2015-09-01,61.4988899230957,61.55173027490793,61.400753727468405,61.43849930411989,2577700
2015-09-02,61.453548431396484,61.5214835015405,61.39315786293852,61.4384479097012,1934700
2015-09-03,61.4988899230957,61.57437531723226,61.44604957128347,61.53662974058077,2503000
2015-09-04,61.64987564086914,61.67252068867733,61.50645508502803,61.60458554525277,1213800
2015-09-08,61.4988899230957,61.53662974058077,61.45359983844705,61.53662974058077,1194600
2015-09-09,61.48381423950195,61.57440020457901,61.29509779830131,61.31019833873186,4265400
2015-09-10,61.35545349121094,61.46868444326428,61.355453491210945,61.46868444326428,1889000
2015-09-11,61.48381423950195,61.54420488288665,61.461169188024876,61.51400956119431,1411500
2015-09-14,61.4988899230957,61.56682505006868,61.476244880771375,61.55928054207151,905900
2015-09-15,61.24219512939453,61.446011903702704,61.189354809974425,61.438461641167585,1697300
2015-09-16,61.20447540283203,61.249765474566765,61.14408480107586,61.19692513782132,1579000
2015-09-17,61.5517463684082,61.5517463684082,61.15921300159892,61.174313539874305,1833200
2015-09-18,61.72532272338867,61.73287298769214,61.58944676174736,61.61964205979701,1639800
2015-09-21,61.4988899230957,61.64986071136882,61.45359983844705,61.61212089388374,933800
2015-09-22,61.612125396728516,61.73290088434045,61.581930085033825,61.597024861297754,1444000
2015-09-23,61.612125396728516,61.67251026095107,61.559285041054515,61.64232070842321,709000
2015-09-24,61.63475799560547,61.793279030619395,61.61965746322377,61.778178498237686,1454400
2015-09-25,61.521507263183594,61.6196376554578,61.5215072631836,61.5969926233302,1134000
2015-09-28,61.68003463745117,61.72532470639854,61.551708935990696,61.619644039411746,1305000
2015-09-29,61.72532272338867,61.808358353234155,61.67248239159284,61.68758292019978,1256600
2015-09-30,61.84611892700195,61.85366919313804,61.710242932380545,61.740438237759264,4432000
2015-10-01,61.87938690185547,61.99284494772672,61.87182726398907,61.93989862908226,2023700
2015-10-02,62.113853454589844,62.280252008346096,62.023085885592714,62.15166894696941,1770400
2015-10-05,61.87180709838867,62.03820563795492,61.871807098388665,62.03820563795492,4199900
2015-10-06,61.95500946044922,62.01551539744174,61.87180730503119,61.94744405430738,1925300
2015-10-07,61.95500946044922,62.00039035587213,61.87180730503119,61.924753606595935,1871000
2015-10-08,61.856727600097656,62.00044158196183,61.826471721246314,61.96262029071794,1118100
2015-10-09,61.849117279052734,61.902063585918555,61.78104592910296,61.78104592910296,1197400
2015-10-12,61.95500946044922,62.00039035587213,61.87180730503119,61.90205738817041,864100
2015-10-13,61.99287033081055,62.02312620681226,61.917233526165404,61.97774527816883,971700
2015-10-14,62.21976089477539,62.2197608947754,62.05335653064667,62.0836123941897,786300
2015-10-15,62.0987663269043,62.189533959755515,62.068510449287224,62.13658761660529,2264300
2015-10-16,62.076045989990234,62.13655771610576,62.05335553537587,62.068480581546844,1241200
2015-10-19,62.076045989990234,62.11386726149139,62.00797462614714,62.08361139843363,840100
2015-10-20,61.97772979736328,62.00798566580768,61.94747392891888,61.97772979736328,1348200
2015-10-21,62.091190338134766,62.15926749385649,62.0458094147987,62.091190338134766,943500
2015-10-22,62.19704055786133,62.242421446015136,62.09114220098054,62.09114220098054,1101300
2015-10-23,62.038246154785156,62.08363285041233,62.02312110338797,62.08363285041233,1367100
2015-10-26,62.10630416870117,62.174375535082326,62.10630416870117,62.12899462416156,1512200
2015-10-27,62.12144088745117,62.23489895678681,62.12144088745117,62.21977390721005,929400
2015-10-28,61.947479248046875,62.15926457462579,61.93991383760696,62.15926457462579,2617300
2015-10-29,61.72809982299805,61.871813700978954,61.697843966017075,61.871813700978954,943200
2015-10-30,61.86427688598633,61.86427688598633,61.71299753116444,61.7281283520053,1474100
2015-11-02,61.74222946166992,61.80286647941909,61.704335662574906,61.72707309856477,2939200
2015-11-03,61.636104583740234,61.72706009119749,61.59062972134314,61.69674158871173,3997100
2015-11-04,61.67403030395508,61.72708626013222,61.56791839160079,61.68918667029189,3594400
2015-11-05,61.56036376953125,61.67405680524049,61.476989262189,61.65889464972299,1715400
2015-11-06,61.31783676147461,61.408786586803394,61.264780769142995,61.37847383347344,1198700
2015-11-09,61.26474380493164,61.340537207865346,61.20410676951829,61.21926313703864,2358300
2015-11-10,61.332942962646484,61.42389849623547,61.27230594025382,61.340524036111745,1421000
2015-11-11,61.340576171875,61.37089470884025,61.29510125776196,61.340576171875,1303500
2015-11-12,61.34807586669922,61.439025574270346,61.34807586669922,61.42386921722915,1263900
2015-11-13,61.4617919921875,61.48453521247005,61.401160752761484,61.401160752761484,1583300
2015-11-16,61.4617919921875,61.545166451896065,61.43147926380684,61.48453521247005,949100
2015-11-17,61.52998733520508,61.57546219362512,61.36323847744818,61.41629440649241,1155900
2015-11-18,61.49971008300781,61.537609678885346,61.44665411837913,61.49212900729902,944100
2015-11-19,61.58305740356445,61.620956982724515,61.567901041498764,61.605794837994935,1085500
2015-11-20,61.56793212890625,61.63614446664004,61.54518890032817,61.63614446664004,1273800
2015-11-23,61.590660095214844,61.628553905012325,61.507285617928076,61.55276050275143,1647300
2015-11-24,61.613372802734375,61.658847669301686,61.583054297468294,61.61337280273437,1361900
2015-11-25,61.62092590332031,61.66640074924537,61.5981826976968,61.64366332628284,904600
2015-11-27,61.651283264160156,61.689182851654444,61.62854582472964,61.674026486255826,516000
2015-11-30,61.62092590332031,61.681557103666734,61.59060741181661,61.64366332628284,6285200
2015-12-01,61.854122161865234,61.8617130438427,61.626268222080405,61.64905245714561,1780200
2015-12-02,61.77820587158203,61.83137684629094,61.73263737276873,61.82378016496537,1413700
2015-12-03,61.299678802490234,61.63386302546718,61.27689456811748,61.63386302546718,2510600
2015-12-04,61.54275894165039,61.55035562273402,61.36047915763226,61.42124101716159,3815200
2015-12-07,61.64909362792969,61.7402364236243,61.55035994518822,61.56554751385219,1543300
2015-12-08,61.66426086425781,61.72501690774186,61.60349902620596,61.7098293455128,1687300
2015-12-09,61.6414909362793,61.71744035419504,61.49718298604096,61.60351333003684,2076900
2015-12-10,61.633907318115234,61.6870725013804,61.61871395457068,61.6870725013804,2004100
2015-12-11,61.80095672607422,61.838928519483126,61.725001550123686,61.80095672607422,1994400
2015-12-14,61.51236343383789,61.71743321250665,61.50477254912312,61.671858931375546,2974600
2015-12-15,61.444061279296875,61.489629803367464,61.38329938415392,61.42886790822451,1806300
2015-12-16,61.375648498535156,61.51995642341979,61.28451153087592,61.42122277693291,2332700
2015-12-17,61.50479507446289,61.535170213583484,61.43643652501504,61.459220776640784,2290500
2015-12-18,61.6414909362793,61.64908182187246,61.53515479771426,61.588319969712195,3211500
2015-12-21,61.57312774658203,61.69465144171053,61.55034350238762,61.66427051792841,3158300
2015-12-22,61.489559173583984,61.55032099893306,61.474371614530014,61.54272432212278,2348600
2015-12-23,61.49717712402344,61.49717712402344,61.382925567794594,61.405780527900795,2538600
2015-12-24,61.54288864135742,61.56573779313854,61.466717053985384,61.5048028476714,1361700
2015-12-28,61.54288864135742,61.60381777574832,61.47433537493784,61.47433537493784,1580600
2015-12-29,61.35246276855469,61.48956347126391,61.32199530005537,61.48956347126391,2586600
2015-12-30,61.3905143737793,61.42860014457067,61.29149950522356,61.33719778131501,2367200
2015-12-31,61.51243591308594,61.55051590482345,61.42103347297617,61.4895867558279,2419700
2016-01-04,61.4819221496582,61.641871941132386,61.46668551557118,61.53523874681627,2750500
2016-01-05,61.55812072753906,61.61905567424884,61.46671830747439,61.5124224230449,1513600
2016-01-06,61.83232498168945,61.83232498168945,61.679993419080816,61.71807340419466,2391100
2016-01-07,61.83995056152344,61.84756307279374,61.672382336339865,61.786633927244786,2792900
2016-01-08,61.91611099243164,61.93896014641938,61.77139193574018,61.80185941141611,1405100
2016-01-11,61.65711975097656,61.817075397592546,61.65711975097656,61.778989612955435,2146900
2016-01-12,61.8171272277832,61.946609706393396,61.695257263623205,61.756192245703204,1645300
2016-01-13,61.96940994262695,62.03795738503405,61.81707841878331,61.84754007469193,2887800
2016-01-14,61.89326858520508,62.053218491631654,61.862801106207996,61.95419773212179,4545800
2016-01-15,61.99986267089844,62.091259239047616,61.969395211157455,62.076028414714,1773900
2016-01-19,61.92371368408203,61.99987944850861,61.8703970678759,61.99987944850861,3856700
2016-01-20,61.99226760864258,62.15983579454173,61.923720156816174,62.098900852200956,7796900
2016-01-21,61.954185485839844,62.12175368166238,61.94657297590339,62.098904529700455,3062600
2016-01-22,61.93133544921875,61.946572091026574,61.84755135250429,61.93895377012266,3004100
2016-01-25,61.93133544921875,62.02273786683712,61.923722939391034,61.99988871520158,2164700
2016-01-26,62.022769927978516,62.05323741626739,61.93898578795392,62.00753908937369,2659100
2016-01-27,62.022769927978516,62.07608657971424,61.88566913621819,61.96183495140077,1734400
2016-01-28,62.06843566894531,62.098903141238765,61.97703906314112,62.00750653543457,1487600
2016-01-29,62.25126266479492,62.3045793075207,62.190327698514544,62.27411182438051,3634300
2016-02-01,62.12453079223633,62.30771981778776,62.078734991717006,62.223756967852914,2255300
2016-02-02,62.33823776245117,62.376404802970484,62.26954407768372,62.338237762451165,2554600
