Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-07-01,174.91714477539062,175.36392006796436,174.12474697716087,175.1110252379047,135979900
2015-07-02,174.75692749023438,175.56618814172808,174.33544051529762,175.3975959243057,104373700
2015-07-06,174.25958251953125,175.04354214835712,173.2564414233038,173.45875980949862,117975400
2015-07-07,175.35546875,175.4819097147507,172.05943706602133,174.46191829839245,173820200
2015-07-08,172.41346740722656,174.2932957843987,172.17743572142746,174.00668771775156,164020100
2015-07-09,172.72540283203125,174.7906998452496,172.61582493626628,174.5293670470037,144113100
2015-07-10,174.90023803710938,175.3217250277559,172.76751489345892,174.74007092262175,129456900
2015-07-13,176.8306427001953,176.94022056305585,176.13097280345875,176.17312407198722,106069400
2015-07-14,177.5977783203125,177.9096874859352,176.7295160209243,176.78853038241868,81709600
2015-07-15,177.53878784179688,178.1035789838417,177.05828639785088,177.63994062462137,97914100
2015-07-16,178.96336364746094,178.96336364746094,178.3564214033014,178.6008781775618,106683300
2015-07-17,179.11514282226562,179.17415718657372,178.5419265774911,178.95497567658902,89030000
2015-07-20,179.20785522460938,179.70520684098412,178.88753382331157,179.34273416345243,70446800
2015-07-21,178.499755859375,179.33430480307854,178.19628468555217,179.07297204172738,77965000
2015-07-22,178.17938232421875,178.51657958900148,177.7747584692399,177.80847176433798,88667900
2015-07-23,177.17626953125,178.41544234296634,176.81379688458756,178.3142895788303,90509100
2015-07-24,175.3385772705078,177.33642136659293,175.0013928439383,177.2774198801859,117755000
2015-07-27,174.31861877441406,174.95928736042006,173.87184350404922,174.44507261454063,132361100
2015-07-28,176.45974731445312,176.6030513495824,174.32702414340517,175.16156016343817,123544800
2015-07-29,177.6736297607422,177.90122347465888,176.44288208759366,176.58618612098044,105791300
2015-07-30,177.71578979492188,177.88438202705655,176.5356184444537,177.159423852391,91304400
2015-07-31,177.44602966308594,178.2468524025521,177.15942158584755,178.22156421119357,103266900
2015-08-03,176.8474884033203,177.47129371843957,175.8864986741025,177.41229223421473,113965700
2015-08-04,176.5018768310547,177.23525999772042,176.01295043235726,176.77162178664867,81820800
2015-08-05,177.0835418701172,178.12882132425926,176.7969209546239,177.40386322085675,85786800
2015-08-06,175.6336212158203,177.3785705399821,175.0435291821532,177.26897981439913,116030800
2015-08-07,175.29640197753906,175.62516125035512,174.38598871525772,175.47343213802137,117858000
2015-08-10,177.5050811767578,177.58937087801044,176.4176372696467,176.4176372696467,80270700
2015-08-11,175.9033660888672,176.57774779644564,175.1362567357122,176.15626083705428,126081400
2015-08-12,176.1141357421875,176.2995910609025,173.113150203364,174.5883547804749,172123700
2015-08-13,175.89495849609375,176.64520484401035,175.34701767666365,175.95395998764815,89383300
2015-08-14,176.53561401367188,176.61147858681397,175.5577610839656,175.70106512082148,72786500
2015-08-17,177.52194213867188,177.52194213867188,175.4735209093211,175.93715931393737,79072600
2015-08-18,177.0076904296875,177.59776970217663,176.77165872069185,177.24372213868315,71692700
2015-08-19,175.6083526611328,177.0329679391841,174.79066683904153,176.25743339031908,172946000
2015-08-20,171.94139099121094,175.5830316263809,171.88237664285722,174.082539082167,194327900
2015-08-21,166.7655487060547,171.91612038349808,166.50422882293316,170.0531421755877,346588500
2015-08-24,159.7435760498047,166.4705050966609,153.75845539043252,158.0492029080504,507244300
2015-08-25,157.86373901367188,164.7592599163388,157.56869297897325,164.74239683536007,369833100
2015-08-26,163.9247589111328,164.202929061472,158.7910365606001,161.91847631752773,339257000
2015-08-27,167.97947692871094,168.10591791698678,164.55700364320865,166.08278492797797,274143900
2015-08-28,167.9878692626953,168.45993267717105,166.84142402921282,167.33035052642364,160414400
2015-08-31,166.63067626953125,167.86142402257073,166.07431031831769,167.00158690367365,163298800
2015-09-01,161.65713500976562,164.18605712597034,160.78043480633403,162.79514224439993,256000400
2015-09-02,164.72555541992188,164.7677066932402,162.2050584835331,164.0595987446753,160269300
2015-09-03,164.84359741210938,166.95103278464268,164.34624575125503,165.44210185476058,152087800
2015-09-04,162.34837341308594,163.4189540859261,161.5222624242337,162.56755490393905,207081000
2015-09-08,166.42835998535156,166.58010200250337,164.5232432690364,165.17233688703516,116025700
2015-09-09,164.20291137695312,168.14803666372728,163.8320135955247,168.02159569991795,149347700
2015-09-10,165.09646606445312,166.25133634948986,163.74770249468142,164.00902238141856,158611100
2015-09-11,165.84669494628906,165.91413440394695,163.9837169089284,164.7002498916274,119691200
2015-09-14,165.23133850097656,166.0743125488903,164.742412009655,166.02373616405757,79452000
2015-09-15,167.29661560058594,167.7433907645949,165.18918072780338,165.73710864962217,113806200
2015-09-16,168.7465362548828,168.94042954424017,167.254481473214,167.6001039148375,99581600
2015-09-17,168.36717224121094,171.0309728332212,167.98783656147626,168.61164187360853,276046600
2015-09-18,165.6157989501953,168.35275638879665,165.20060260631766,165.83611988005566,223657500
2015-09-21,166.47166442871094,167.5054274681029,165.41246879894106,166.45471367833704,105726200
2015-09-22,164.31089782714844,164.77694647618807,163.16696140947238,164.28547816716753,153890900
2015-09-23,164.04820251464844,164.95486712985937,163.46352453595617,164.4803496195098,92790600
2015-09-24,163.455078125,163.92112682711817,161.4722668428629,162.81956069383025,159378800
2015-09-25,163.4127197265625,165.23453118054522,162.5314616530039,164.9294822981034,155054800
2015-09-28,159.3114776611328,162.61617549407683,158.99795991968952,162.50601502075546,178515900
2015-09-29,159.40469360351562,160.7774198650499,158.39633734430123,159.53180483068311,159045600
2015-09-30,162.37893676757812,162.54840548847173,160.52322388915175,161.3112592596426,163452000
2015-10-01,162.80264282226562,163.10769174379462,160.84525096313655,162.76027240240165,131079000
2015-10-02,165.23451232910156,165.25993198893536,160.25205212754128,160.80284159308516,211003300
2015-10-05,168.1748046875,168.40359450715346,166.36146273570907,166.47162319139983,126320800
2015-10-06,167.59861755371094,168.60697374378728,166.9292116832075,168.0392465043394,110274500
2015-10-07,168.97134399414062,169.3272321330427,167.3359394074365,168.539183952191,124307300
2015-10-08,170.49664306640625,170.78474123414628,168.27655977532822,168.58160869694612,153055200
2015-10-09,170.59823608398438,171.08122242511485,169.96271889380247,170.64060648258925,107069200
2015-10-12,170.75926208496094,170.9626193421098,170.24237417365376,170.67452127472737,56395600
2015-10-13,169.68310546875,171.30155916584565,169.51363678829054,170.02204282966892,88038700
2015-10-14,168.86965942382812,170.20848415205293,168.57309242728266,169.62380613907015,99106200
2015-10-15,171.46258544921875,171.47105435918016,169.1662437455931,169.53908265803122,134142200
2015-10-16,172.24212646484375,172.25906428227086,171.098190236563,171.86928760734094,114580100
2015-10-19,172.32688903808594,172.32688903808594,171.27617524225622,171.58969301299453,76523900
2015-10-20,172.1065673828125,172.72513396492724,171.632049844224,171.88625936264876,78448500
2015-10-21,171.03890991210938,172.6827706152304,170.86942827314326,172.53025265572137,102038000
2015-10-22,173.9283905029297,174.14022962789022,171.03891466498987,171.99641871766033,174911700
2015-10-23,175.83493041992188,176.20776932270886,174.80963636689083,175.61462239992647,144442300
2015-10-26,175.40277099609375,175.71628871981218,175.0299321194382,175.65698049650732,69033000
2015-10-27,175.06387329101562,175.40281074862747,174.37750360545348,174.72492290376854,77905800
2015-10-28,177.05511474609375,177.08053440337167,174.73336651715928,175.4027723748657,135906700
2015-10-29,176.9534454345703,177.32628433378866,176.4280885836534,176.54671796707441,90525500
2015-10-30,176.19082641601562,177.4703429738629,176.02983954594936,177.14834337446285,131076900
2015-11-02,178.2753143310547,178.4702026847824,176.39418206913953,176.52129328823975,86270800
2015-11-03,178.79222106933594,179.351479461101,177.6906550360625,177.91944491080895,95246100
2015-11-04,178.24990844726562,179.2158943107624,177.70760082091013,179.0887960114735,96224500
2015-11-05,178.07196044921875,178.77526788450305,177.17376464235542,178.30921923104552,78408700
2015-11-06,177.97877502441406,178.216046768278,176.63996297111245,177.72457838748062,110471500
2015-11-09,176.31793212890625,177.51270782964448,175.36041520041817,177.36017694483604,131008700
2015-11-10,176.72470092773438,176.75860243434465,175.56382645424193,175.83497385894222,75874600
2015-11-11,176.02980041503906,177.04662537755058,175.96201036025417,176.99578606886965,67846000
2015-11-12,173.572509765625,175.45364231028964,173.55557194423858,174.97912471877686,121315200
2015-11-13,171.6236114501953,173.428485265306,171.5388835423609,173.15733785874482,153577100
2015-11-16,174.2333984375,174.29271958478043,171.31849069393198,171.43713298849286,117645200
2015-11-17,174.10635375976562,175.43669683817012,173.60641649149542,174.54698279212946,121123700
2015-11-18,176.86871337890625,177.01276242807776,174.54696491273344,174.58932239276987,121342500
2015-11-19,176.71620178222656,177.13988003491488,176.41962183349108,176.75009035340258,88220500
2015-11-20,177.36016845703125,178.0465250817393,176.97886065770817,177.47879783747914,94011500
2015-11-23,177.15679931640625,177.9278837728069,176.69075073530792,177.41947771767116,64931200
2015-11-24,177.39410400390625,177.80083153927777,175.75023018100086,176.1400069645883,98874400
2015-11-25,177.36865234375,177.72454048920227,177.10596099220945,177.5211702933869,51980100
2015-11-27,177.57205200195312,177.77542224631938,176.9789049512632,177.46189150338358,37317800
2015-11-30,176.83482360839844,177.85164878541,176.72466312993072,177.73301939691922,112822700
2015-12-01,178.5210723876953,178.63971471757006,177.19072932283675,177.47035853689528,97858400
2015-12-02,176.69924926757812,178.792220849332,176.44503973257642,178.47022124302094,108441300
2015-12-03,174.22496032714844,177.22459647326986,173.49623326243832,176.95344913248394,166224200
2015-12-04,177.62286376953125,177.91944371367495,174.22496889024697,174.22496889024697,192913900
2015-12-07,176.54673767089844,177.71608088666,175.57226990652353,177.2924026229234,102027100
2015-12-08,175.3604278564453,176.49588248125178,174.36902228735596,174.9706511008893,103372400
2015-12-09,173.9962158203125,176.82638399997091,173.01327897827318,174.71647416293231,162401500
2015-12-10,174.44529724121094,175.7671714543499,173.82673055011603,174.06398936121093,116128900
2015-12-11,171.06436157226562,172.9793829122598,170.75083082523454,172.30997685980242,211173300
2015-12-14,171.92860412597656,172.05571534060496,169.42890539387147,171.22530970948813,182385200
2015-12-15,173.7334747314453,174.64862115851733,171.90318187730128,173.4538455790373,154069600
2015-12-16,176.2755889892578,176.58063787643076,173.5386308455009,174.86897395786949,197017000
2015-12-17,173.5894317626953,176.65685777804288,173.572481014482,176.58906771482222,173092500
2015-12-18,170.4969940185547,172.97746729521324,170.33503599223735,172.8410932263137,251393500
2015-12-21,171.90341186523438,172.08242148965127,170.55661904539173,171.6817926695329,99094300
2015-12-22,173.4633026123047,173.7616476474412,171.80112614682062,172.79843202611107,111026200
2015-12-23,175.611328125,175.65395069633962,174.38387090728168,174.4776353615958,110987200
