Price,Open,High,Low,Close,Volume
2015-07-01,0.018408616415621665,0.01640148872600717,0.018864556784167208,0.01778790781965086,0.023131022666144235
2015-07-02,0.01970789882707271,0.017771879099583443,0.01967686407408871,0.019328827136437063,0.10718602442604117
2015-07-06,0.019519221751104557,0.01766592784505782,0.020121698309159358,0.019286302542595765,0.056680303100739154
2015-07-07,0.018964632684944367,0.016761162204374805,0.017811235898230034,0.017607876899667856,0.08960697848941074
2015-07-08,0.016723412543851762,0.01475367230741563,0.016850156780465787,0.015776350551645474,0.09153290343146696
2015-07-09,0.016689106505655547,0.015053402200319269,0.017219115340235312,0.016195958990255083,0.043600616295981456
2015-07-10,0.017137923050902018,0.01506037015852045,0.01737235219575621,0.01637031996439258,0.03159347045033438
2015-07-13,0.0171422128392043,0.014997634603542524,0.017109021974271922,0.01679701380743144,0.03739448919821753
2015-07-14,0.017120772076507584,0.015477207218421801,0.0177725531798896,0.017291751056371645,0.019916720349057292
2015-07-15,0.017783992159313873,0.015686317757959138,0.018006130738389782,0.016935939647912138,0.021809439688664275
2015-07-16,0.017423797160586667,0.01564589003939748,0.01816680788788725,0.01743776635703686,0.015075343511957339
2015-07-17,0.018607300271356923,0.016808561869665527,0.01892406636659652,0.018569001668320727,0.07132729434110123
2015-07-20,0.018964632684944367,0.018357398980460474,0.01956230568044716,0.01964636843831702,0.0709022626297509
2015-07-21,0.01825710387358212,0.016524167866449092,0.01867115170538721,0.017450521707311623,0.08966674857381937
2015-07-22,0.01700213428009438,0.015958167841002284,0.01782462672480343,0.01760645738532885,0.03979691453542042
2015-07-23,0.018199933958934003,0.0160222953922093,0.018480721892905623,0.017511479708783716,0.025222975620446685
2015-07-24,0.017875468112158205,0.016188190232198932,0.018279876520149056,0.017257731381298602,0.03533906240660925
2015-07-27,0.017167939300795958,0.015259728747398435,0.016326471603795613,0.015499918385023077,0.06618208624159068
2015-07-28,0.016213132206247552,0.015394951808013646,0.016482683725614927,0.01717409359644448,0.05292640974385199
2015-07-29,0.017430941355214016,0.015742081366208006,0.01799422967319613,0.017032332783041025,0.03456869242978676
2015-07-30,0.017205103834724574,0.015609642298050966,0.018010595766067936,0.01745335668023438,0.02202527610458437
